1,Rbd80C11b00,18.98437498,42.03297434,19.33593748,42.16340343
2,Rbd80C11b80,19.33593748,42.03297434,19.68749998,42.16340343
3,Rbd80C11c00,19.68749998,42.03297434,20.03906248,42.16340343
4,Rbd80C11c80,20.03906248,42.03297434,20.39062498,42.16340343
5,Rbd80C11d00,20.39062498,42.03297434,20.74218748,42.16340343
6,Rbd80C11d80,20.74218748,42.03297434,21.09374998,42.16340343
7,Rbd80C11e00,21.09374998,42.03297434,21.44531248,42.16340343
8,Rbd80C11e80,21.44531248,42.03297434,21.79687498,42.16340343
9,Rbd80C11f00,21.79687498,42.03297434,22.14843748,42.16340343
10,Rbd80C11f80,22.14843748,42.03297434,22.49999998,42.16340343
11,Rbd80C12000,22.49999998,42.03297434,22.85156248,42.16340343
12,Rbd80C12080,22.85156248,42.03297434,23.20312498,42.16340343
13,Rbd80C12100,23.20312498,42.03297434,23.55468748,42.16340343
14,Rbd80C12180,23.55468748,42.03297434,23.90624998,42.16340343
15,Rbd80C12200,23.90624998,42.03297434,24.25781248,42.16340343
16,Rbd80C12280,24.25781248,42.03297434,24.60937498,42.16340343
17,Rbd80C12300,24.60937498,42.03297434,24.96093748,42.16340343
18,Rbd80C12380,24.96093748,42.03297434,25.31249998,42.16340343
19,Rbd80C12400,25.31249998,42.03297434,25.66406248,42.16340343
20,Rbd80C12480,25.66406248,42.03297434,26.01562498,42.16340343
21,Rbd80C12500,26.01562498,42.03297434,26.36718748,42.16340343
22,Rbd80C12580,26.36718748,42.03297434,26.71874998,42.16340343
23,Rbd80C12600,26.71874998,42.03297434,27.07031248,42.16340343
24,Rbd80C12680,27.07031248,42.03297434,27.42187498,42.16340343
25,Rbd80C12700,27.42187498,42.03297434,27.77343748,42.16340343
26,Rbd80C12780,27.77343748,42.03297434,28.03710936,42.16340343
27,Rbe00C11b00,19.11621092,41.83682787,19.33593748,42.03297434
28,Rbe00C11b80,19.33593748,41.77131169,19.68749998,42.03297434
29,Rbe00C11c00,19.68749998,41.77131169,20.03906248,42.03297434
30,Rbe00C11c80,20.03906248,41.77131169,20.39062498,42.03297434
31,Rbe00C11d00,20.39062498,41.77131169,20.74218748,42.03297434
32,Rbe00C11d80,20.74218748,41.77131169,21.09374998,42.03297434
33,Rbe00C11e00,21.09374998,41.77131169,21.44531248,42.03297434
34,Rbe00C11e80,21.44531248,41.77131169,21.79687498,42.03297434
35,Rbe00C11f00,21.79687498,41.77131169,22.14843748,42.03297434
36,Rbe00C11f80,22.14843748,41.77131169,22.49999998,42.03297434
37,Rbe00C12000,22.49999998,41.77131169,22.85156248,42.03297434
38,Rbe00C12080,22.85156248,41.77131169,23.20312498,42.03297434
39,Rbe00C12100,23.20312498,41.77131169,23.55468748,42.03297434
40,Rbe00C12180,23.55468748,41.77131169,23.90624998,42.03297434
41,Rbe00C12200,23.90624998,41.77131169,24.25781248,42.03297434
42,Rbe00C12280,24.25781248,41.77131169,24.60937498,42.03297434
43,Rbe00C12300,24.60937498,41.77131169,24.96093748,42.03297434
44,Rbe00C12380,24.96093748,41.77131169,25.31249998,42.03297434
45,Rbe00C12400,25.31249998,41.77131169,25.66406248,42.03297434
46,Rbe00C12480,25.66406248,41.77131169,26.01562498,42.03297434
47,Rbe00C12500,26.01562498,41.77131169,26.36718748,42.03297434
48,Rbe00C12580,26.36718748,41.77131169,26.71874998,42.03297434
49,Rbe00C12600,26.71874998,41.77131169,27.07031248,42.03297434
50,Rbe00C12680,27.07031248,41.77131169,27.42187498,42.03297434
51,Rbe00C12700,27.42187498,41.77131169,27.77343748,42.03297434
52,Rbe00C12780,27.77343748,41.77131169,28.08105467,42.03297434
53,Rbe80C11b80,19.42382811,41.50857731,19.68749998,41.77131169
54,Rbe80C11c00,19.68749998,41.50857731,20.03906248,41.77131169
55,Rbe80C11c80,20.03906248,41.50857731,20.39062498,41.77131169
56,Rbe80C11d00,20.39062498,41.50857731,20.74218748,41.77131169
57,Rbe80C11d80,20.74218748,41.50857731,21.09374998,41.77131169
58,Rbe80C11e00,21.09374998,41.50857731,21.44531248,41.77131169
59,Rbe80C11e80,21.44531248,41.50857731,21.79687498,41.77131169
60,Rbe80C11f00,21.79687498,41.50857731,22.14843748,41.77131169
61,Rbe80C11f80,22.14843748,41.50857731,22.49999998,41.77131169
62,Rbe80C12000,22.49999998,41.50857731,22.85156248,41.77131169
63,Rbe80C12080,22.85156248,41.50857731,23.20312498,41.77131169
64,Rbe80C12100,23.20312498,41.50857731,23.55468748,41.77131169
65,Rbe80C12180,23.55468748,41.50857731,23.90624998,41.77131169
66,Rbe80C12200,23.90624998,41.50857731,24.25781248,41.77131169
67,Rbe80C12280,24.25781248,41.50857731,24.60937498,41.77131169
68,Rbe80C12300,24.60937498,41.50857731,24.96093748,41.77131169
69,Rbe80C12380,24.96093748,41.50857731,25.31249998,41.77131169
70,Rbe80C12400,25.31249998,41.50857731,25.66406248,41.77131169
71,Rbe80C12480,25.66406248,41.50857731,26.01562498,41.77131169
72,Rbe80C12500,26.01562498,41.50857731,26.36718748,41.77131169
73,Rbe80C12580,26.36718748,41.50857731,26.71874998,41.77131169
74,Rbe80C12600,26.71874998,41.50857731,27.07031248,41.77131169
75,Rbe80C12680,27.07031248,41.50857731,27.42187498,41.77131169
76,Rbe80C12700,27.42187498,41.50857731,27.77343748,41.77131169
77,Rbe80C12780,27.77343748,41.50857731,28.12499998,41.77131169
78,Rbe80C12800,28.12499998,41.50857731,28.30078123,41.64007839
79,Rbf00C11b80,19.3798828,41.24477235,19.68749998,41.50857731
80,Rbf00C11c00,19.68749998,41.24477235,20.03906248,41.50857731
81,Rbf00C11c80,20.03906248,41.24477235,20.39062498,41.50857731
82,Rbf00C11d00,20.39062498,41.24477235,20.74218748,41.50857731
83,Rbf00C11d80,20.74218748,41.24477235,21.09374998,41.50857731
